"","TRANSECT","TRAP_START","PeriodID","JulianDate","month","year","Trap.Effort","Woylie_Caps","Chuditch_Caps","Quenda_Caps","Koomal_Caps","Round","prop.2yrsburnt.500m.transect","prop.2yrsburnt.1km.transect","prop.great10yrs.unburnt.500m.transect","prop.great10yrs.unburnt.1km.transect","prop.great20yrs.unburnt.500m.transect","prop.great20yrs.unburnt.1km.transect","mean.tsf.transect","tsf.cat.shannon.diversity","prop.5yrsharvest.500m.transect","prop.20yrsharvest.500m.transect","prop.great20yrsharvest.500m.transect","prop.5yrsharvest.1km.transect","prop.20yrsharvest.1km.transect","prop.great20yrsharvest.1km.transect","tsh.shannon.diversity","mean.tsh.500m.transect","Year","BaitIntensity.Transect.Twelve","BaitIntensity.Transect.Six","BaitIntensity.Transect.Three","Rain.ThreeMonths","Rain.SixMonths","Rain.TwelveMonths","Rain.PrvAutumn","mean.smNDVI","ndvi.monthly.anomaly","prop.pasture.1km","prop.pasture.5km","DistCentroidPasture","mean.annual.precip","rain.anomaly.twelve","valleys.prop.area","Woylie_Abundance","Woylie_SD","Koomal_Abundance","Koomal_SD","Chuditch_Abundance","Chuditch_SD","Quenda_PA"
"45","Camelar",2005-11-01,12,305,11,2005,10000,2,0,3,16,"Nov_2005",0.986869384934347,0.947138126773888,0.0126698917300161,0.04399243140965,0.0101359133840129,0.0374881740775781,1.70010995864868,0.0682086152192262,0,0,0.791292328956462,0,0,0.738883632923368,0,35.7867393493652,2005,24.3713779449463,12.1225481033325,6.00479984283447,298.232940673828,582.647583007812,820.838745117188,100.879371643066,66.70162109375,-0.0929744573716875,0.0079022328402095,0.0793467061273704,6.36248494068518,619.626342773438,0.324731839907139,0.107728510911374,2.44633333333333,4,71.9063333333333,145,0.693666666666667,3,1
"46","Camelar",2006-03-28,13,87,3,2006,10000,0,0,4,27,"Mar_2006",0.986869384934347,0.947138126773888,0.0126698917300161,0.04399243140965,0.0101359133840129,0.0374881740775781,2.10202383995056,0.0682086152192262,0,0,0.791292328956462,0,0,0.738883632923368,0,36.1886558532715,2006,28.9048538208008,11.8047780990601,5.87749195098877,71.642822265625,315.607208251953,890.13037109375,295.128356933594,66.70162109375,0.0633501263442559,0.00615639070109345,0.0777989696371807,6.36248494068518,619.626342773438,0.436559922726237,0.107728510911374,0.164333333333333,1,114.837666666667,221,0.712666666666667,3,1
"47","Camelar",2006-10-31,14,304,10,2006,10000,0,0,3,39,"Oct_2006",0.986869384934347,0.947138126773888,0.0126698917300161,0.04399243140965,0.0101359133840129,0.0374881740775781,2.69532537460327,0.0690516305992591,0,0,0.791292328956462,0,0,0.738883632923368,0,36.7819557189941,2006,23.4556007385254,0,5.6947455406189,268.354949951172,351.051147460938,579.360107421875,295.128356933594,66.70162109375,0.0103159024707161,0.00615639070109345,0.0777989696371807,6.36248494068518,619.626342773438,-0.0649847054134779,0.107728510911374,0.035,1,156.400666666667,295,0.92,4,1
"48","Camelar",2007-03-27,15,86,3,2007,10000,0,2,0,41,"Mar_2007",0.986869384934347,0.947138126773888,0.0126698917300161,0.04399243140965,0.0101359133840129,0.0374881740775781,3.09723925590515,0.0690516305992591,0,0,0.791292328956462,0,0,0.738883632923368,0,37.1838684082031,2007,24.5619449615479,12.9111223220825,5.7560887336731,44.1554336547852,160.185150146484,473.587280273438,77.6037750244141,66.70162109375,-0.0899744484284933,0.00419614689577016,0.0777902005919106,6.36248494068518,619.626342773438,-0.235688918334769,0.107728510911374,0.1,1,155.637666666667,292.025,2.93366666666667,6,0
"49","Camelar",2007-11-06,16,310,11,2007,10000,1,0,1,24,"Nov_2007",0.211702372725179,0.207426679280984,0.0126698917300161,0.04399243140965,0.0101359133840129,0.0374881740775781,3.70967936515808,0.580217020407863,0,0,0.791292328956462,0,0,0.738883632923368,0,37.7963066101074,2007,23.6746826171875,11.8717136383057,5.82483530044556,292.704833984375,520.891296386719,650.375915527344,77.6037750244141,66.70162109375,-0.047861739947489,0.00419614689577016,0.0777902005919106,6.36248494068518,619.626342773438,0.0496259933305477,0.107728510911374,1.128,2,97.959,192.025,1.71866666666667,5,1
"50","Camelar",2008-11-04,18,309,11,2008,10000,2,1,0,21,"Nov_2008",0,0,0.0126698917300161,0.04399243140965,0.0101359133840129,0.0374881740775781,4.70489454269409,0.0667730655821209,0,0,0.791292328956462,0,0,0.738883632923368,0,38.7915267944336,2008,19.1484203338623,11.7365741729736,5.93277835845947,149.82405090332,485.009460449219,676.123718261719,108.669311523438,66.70162109375,-0.0806054427126381,0.00419614689577016,0.100072344623479,6.36248494068518,619.626342773438,0.0911797507436496,0.107728510911374,2.651,5,96.0156666666667,187,3.57166666666667,9,0
"51","Camelar",2009-11-03,20,307,11,2009,10000,9,3,3,25,"Nov_2009",0,0,0.0126698917300161,0.04399243140965,0.0101359133840129,0.0374881740775781,5.70011043548584,0.0667730655821209,0,0,0.791292328956462,0,0,0.738883632923368,0,39.7867393493652,2009,23.7299041748047,11.3408660888672,5.61848211288452,199.271087646484,537.219299316406,701.470458984375,221.288223266602,66.70162109375,-0.00503992270772228,0.00477809427547551,0.100747561109284,6.36248494068518,619.626342773438,0.132086243855619,0.107728510911374,9.82866666666667,12,97.403,185.025,6.52433333333333,12.0250000000001,1
"52","Camelar",2010-11-02,22,306,11,2010,10000,7,6,8,16,"Nov_2010",0,0,0.0126698917300161,0.04399243140965,0.0101359133840129,0.0374881740775781,6.69532537460327,0.0667730655821209,0,0,0.791292328956462,0,0,0.738883632923368,0,40.7819557189941,2010,23.7383422851562,12.2817325592041,10.9883632659912,106.870216369629,272.426971435547,378.197570800781,105.159530639648,66.70162109375,-0.119551394950788,0.00358357070660663,0.091754905184698,6.36248494068518,619.626342773438,-0.389636068234325,0.107728510911374,8.771,12,74.3836666666667,150,11.6893333333333,20,1
"53","Camelar",2011-11-08,24,312,11,2011,10000,17,1,0,17,"Nov_2011",0,0,0.0126698917300161,0.04399243140965,0.0101359133840129,0.0374881740775781,7.70967960357666,0.0667730655821209,0,0,0.791292328956462,0,0,0.738883632923368,0,41.7963104248047,2011,28.6330223083496,15.1434917449951,7.61770057678223,269.023590087891,518.175659179688,712.070861816406,107.12410736084,66.70162109375,0.00652413234427375,0.00367545713498116,0.0911235339252439,6.36248494068518,619.626342773438,0.149193978146876,0.107728510911374,17.3363333333333,20,60.1306666666667,116,4.37533333333333,11,0
"54","Camelar",2012-05-01,25,122,5,2012,10000,8,0,4,7,"May_2012",0,0,0.0131306150656531,0.0443472090823084,0.0101359133840129,0.0374881740775781,8.18814754486084,0.0667730655821209,0,0,0.791292328956462,0,0,0.738883632923368,0,42.2747802734375,2012,29.4637317657471,14.320240020752,6.91953325271606,35.7212448120117,142.371246337891,660.546875,109.756385803223,66.70162109375,0.117375025351071,0.00468620784710098,0.0876334539077058,6.36248494068518,619.626342773438,0.0660406593486695,0.107728510911374,9.746,13,43.9773333333333,90,3.04233333333333,8,1
"55","Camelar",2012-11-06,26,311,11,2012,9500,9,1,2,12,"Nov_2012",0,0,0.0131306150656531,0.0443472090823084,0.0101359133840129,0.0374881740775781,8.70489501953125,0.0667730655821209,0,0,0.791292328956462,0,0,0.738883632923368,0,42.7915229797363,2012,28.9726867675781,14.6524467468262,7.06108713150024,192.095169067383,391.804473876953,534.175720214844,109.756385803223,66.70162109375,-0.012808889996691,0.00468620784710098,0.0876334539077058,6.36248494068518,619.626342773438,-0.137906697407535,0.107728510911374,11.663,16,43.5883333333333,87,2.27966666666667,6,1
"56","Camelar",2013-04-02,27,92,4,2013,10000,7,0,0,8,"Apr_2013",0,0,0.0131306150656531,0.0443472090823084,0.0101359133840129,0.0374881740775781,9.10680866241455,0.0682086152192262,0,0,0.791292328956462,0,0,0.738883632923368,0,43.1934394836426,2013,29.4582672119141,14.5843534469604,7.30545282363892,50.4523773193359,224.890029907227,619.104370117188,69.3800506591797,66.70162109375,0.0578210686078591,0.0051762687984318,0.099528663816727,6.36248494068518,619.626342773438,-0.000842399072178983,0.107728510911374,8.48,12,40.4613333333333,82.0250000000001,1.42166666666667,5,0
"57","Chariup",2000-03-14,1,74,3,2000,10000,113,2,2,18,"Mar_2000",0.883917396745932,0.767837454717278,0.0284730913642053,0.0767049929122696,0,0,2.72614240646362,0.187504885160794,0,0,0.276595744680851,0,0,0.248228067412191,0.10696097538018,39.9306144714355,2000,22.8155727386475,10.7929658889771,0,134.415786743164,340.178436279297,868.839904785156,186.03776550293,66.070341796875,0.027601181886496,0.101487778958555,0.199190743583267,6.47620533003873,638.124084472656,0.361553224406446,0.43198091151774,132.283333333333,152,73.3693333333333,147.05,4.855,9,1
"58","Chariup",2001-03-13,3,72,3,2001,10000,132,0,2,17,"Mar_2001",0.0309762202753442,0.0630020475665459,0.00375469336670839,0.0206331705780438,0,0,3.45341181755066,0.158289040872783,0,0,0.276595744680851,0,0,0.248228067412191,0.10696097538018,40.9258270263672,2001,20.1939163208008,8.0203104019165,4.04318523406982,19.8580913543701,128.201248168945,605.331604003906,131.746475219727,66.070341796875,-0.0599799534158619,NA,NA,NA,638.124084472656,-0.0513888775971363,0.43198091151774,145.689666666667,164,74.618,148.025,1.76833333333333,6,1
"59","Chariup",2003-04-01,7,91,4,2003,10000,132,1,4,19,"Apr_2003",0.0309762202753442,0.0630020475665459,0.00375469336670839,0.0206331705780438,0,0,5.50125885009766,0.158289040872783,0,0,0.276595744680851,0,0,0.248228067412191,0.10696097538018,42.9736747741699,2003,22.1132335662842,10.3090524673462,4.12643766403198,65.4730377197266,155.625732421875,671.265625,149.911636352539,66.070341796875,0.0110558338428216,NA,NA,NA,638.124084472656,0.0519358872886483,0.43198091151774,140.869333333333,157,90.733,185,2.24233333333333,6,1
"60","Chariup",2005-04-05,11,95,4,2005,10000,75,0,3,50,"Apr_2005",0,0,0.00375469336670839,0.0206331705780438,0.000625782227784731,0.000630020475665459,7.51082801818848,0.0215874122579063,0,0,0.276595744680851,0,0,0.248228067412191,0.10696097538018,44.9832458496094,2005,19.2436351776123,6.45930242538452,2.32833957672119,67.7506256103516,138.219512939453,564.863891601562,106.108711242676,66.070341796875,-0.0684027802550465,0.101160794572059,0.196077097946257,6.47620533003873,638.124084472656,-0.114805560005835,0.43198091151774,79.8713333333333,89,223.541,423.05,0.647333333333333,3,1
"61","Chariup",2005-12-06,12,340,12,2005,10000,42,0,1,70,"Dec_2005",0.00344180225281602,0.0135454402268074,0.000625782227784731,0.00819026618365097,0.000625782227784731,0.000630020475665459,8.13489818572998,0.0253907223835427,0,0,0.276595744680851,0,0,0.248228067412191,0.10696097538018,45.6531028747559,2005,25.4645977020264,12.7520980834961,6.32989835739136,243.574279785156,522.410827636719,858.48388671875,106.108711242676,66.070341796875,0.0208912255862439,0.101160794572059,0.196077097946257,6.47620533003873,638.124084472656,0.345324377512249,0.43198091151774,47.9603333333333,55,280.474333333333,529.025,0.459,3,1
"62","Chariup",2006-03-21,13,80,3,2006,10000,12,0,0,72,"Mar_2006",0.00344180225281602,0.0135454402268074,0.000625782227784731,0.00819026618365097,0.000625782227784731,0.000630020475665459,8.4219799041748,0.0253907223835427,0,0,0.276595744680851,0,0,0.248228067412191,0.10696097538018,45.9401817321777,2006,29.2143516540527,12.5373945236206,10.2090559005737,70.4655609130859,314.039855957031,908.685974121094,315.8095703125,66.070341796875,0.0468429469235817,0.10455325758195,0.196567703577049,6.47620533003873,638.124084472656,0.423995734108718,0.43198091151774,15.977,22,297.598333333333,569,0.462333333333333,3,0
"63","Chariup",2006-11-14,14,318,11,2006,10000,4,0,0,86,"Nov_2006",0.00344180225281602,0.0211056859347929,0.000625782227784731,0.000630020475665459,0.000625782227784731,0.000630020475665459,9.07014179229736,0.0253907223835427,0,0,0.276595744680851,0,0,0.248228067412191,0.10696097538018,46.5909004211426,2006,24.9039974212646,12.366602897644,6.07651996612549,215.46142578125,371.520782470703,542.633605957031,315.8095703125,66.070341796875,-0.0376293516470508,0.10455325758195,0.196567703577049,6.47620533003873,638.124084472656,-0.149642492485671,0.43198091151774,7.08066666666667,11,333.068333333333,629.025,0.411666666666667,2,0
"64","Chariup",2007-03-20,15,79,3,2007,10000,9,0,0,91,"Mar_2007",0.00344180225281602,0.0211056859347929,0.0153316645807259,0.0255158292644511,0.000625782227784731,0.000630020475665459,9.41463947296143,0.0253907223835427,0,0,0.276595744680851,0,0,0.248228067412191,0.10696097538018,46.9354019165039,2007,27.1423263549805,18.523904800415,6.0830979347229,39.8966865539551,161.090454101562,480.155212402344,81.2485504150391,66.070341796875,-0.107793852157607,0.106923894384043,0.195989663279383,6.47620533003873,638.124084472656,-0.247551966638052,0.43198091151774,9.83333333333333,12,381.175666666667,728.025,1.03966666666667,4,0
"65","Chariup",2009-03-10,19,69,3,2009,10000,2,3,0,80,"Mar_2009",0.00344180225281602,0.0211056859347929,0.892991239048811,0.786265553630493,0.000625782227784731,0.000630020475665459,11.3859310150146,0.160851013543573,0,0,0.276595744680851,0,0,0.248228067412191,0.10696097538018,48.9066886901855,2009,21.9549579620361,13.1174201965332,6.70358371734619,53.1946144104004,273.448547363281,766.06396484375,225.181762695312,66.070341796875,-0.0449454521205072,0.107332624867163,0.196188820020596,6.47620533003873,638.124084472656,0.200493733874381,0.43198091151774,2.98,5,335.491333333333,650.025,5.96666666666667,11,0
"66","Chariup",2010-03-23,21,82,3,2010,10000,6,1,0,74,"Mar_2010",0.367334167709637,0.382422428728934,0.554755944931164,0.465427626397858,0.000312891113892365,0.000472515356749094,7.70947170257568,0.700123881106998,0,0,0.276595744680851,0,0,0.248228067412191,0.10696097538018,49.9401817321777,2010,18.6697807312012,12.4278783798218,0,9.99460697174072,182.835678100586,615.315368652344,104.092529296875,66.070341796875,-0.111330178510405,0.106269925611052,0.193575494977364,6.47620533003873,638.124084472656,-0.0357433865533559,0.43198091151774,7.125,10,307.678666666667,595.05,4.67833333333333,11,0
"67","Chariup",2011-04-05,23,95,4,2011,10000,15,3,0,68,"Apr_2011",0.414580725907384,0.424318790360687,0.509073842302879,0.424318790360687,0.000312891113892365,0.00031501023783273,8.11346244812012,0.707279771923136,0,0,0.276595744680851,0,0,0.248228067412191,0.10696097538018,50.9736747741699,2011,21.8024063110352,9.14081001281738,6.54030752182007,79.4805068969727,168.749389648438,451.489227294922,103.027816772461,66.070341796875,-0.0845236235336531,0.106760402190795,0.195159033944081,6.47620533003873,638.124084472656,-0.292474240855474,0.43198091151774,16.961,21,267.661666666667,505.025,8.86033333333333,17,0
"68","Chariup",2012-03-20,25,80,3,2012,10000,17,4,0,71,"Mar_2012",0.414580725907384,0.424318790360687,0.509073842302879,0.424318790360687,0.000312891113892365,0.00031501023783273,9.07040023803711,0.707279771923136,0,0,0.276595744680851,0,0,0.248228067412191,0.10696097538018,51.9306106567383,2012,25.0384101867676,12.4134397506714,6.04665803909302,66.2439880371094,304.410827636719,722.571044921875,113.263488769531,66.070341796875,-0.0163674215052032,0.107373497915475,0.19540190801873,6.47620533003873,638.124084472656,0.132336268923317,0.43198091151774,19.9363333333333,24,275.147,527,10.0616666666667,18,0
"69","Chariup",2013-03-12,27,71,3,2013,10000,28,3,0,70,"Mar_2013",0.0472465581977472,0.041896361631753,0.509073842302879,0.424318790360687,0.000312891113892365,0.00031501023783273,10.0464773178101,0.84530770873807,0,0,0.276595744680851,0,0,0.248228067412191,0.10696097538018,52.9066886901855,2013,23.6168327331543,11.4927501678467,5.54563236236572,89.8278121948242,283.639862060547,584.146484375,71.968879699707,66.070341796875,-0.0625549377308076,0.108844927654704,0.198549556026192,6.47620533003873,638.124084472656,-0.0845879373793941,0.43198091151774,32,38,272.626,519,7.56466666666667,15,0
"70","Corbal",2005-12-06,12,340,12,2005,10000,36,3,0,45,"Dec_2005",0.0925925925925926,0.181252013314721,0.0972222222222222,0.153334049178568,0,0.0129925910018254,5.32195425033569,0.597112350326962,0.0978535353535354,0.195917508417508,0.770622895622896,0.0635670568023193,0.17910447761194,0.76645549232256,1.24845638560351,25.6264572143555,2005,18.4442138671875,9.15283966064453,4.54122066497803,238.443130493164,517.349731445312,825.365905761719,96.4898147583008,67.3714111328125,0.0299189464140778,0.00864176947871513,0.121660774228133,8.29023168915775,615.588928222656,0.34077444853457,0.250237685720474,41.631,49,196.105,379.025,6.967,13,0
"71","Corbal",2006-03-14,13,73,3,2006,10000,31,3,0,73,"Mar_2006",0.0925925925925926,0.181252013314721,0.0972222222222222,0.153334049178568,0,0.0129925910018254,5.58989715576172,0.597112350326962,0.0978535353535354,0.195917508417508,0.770622895622896,0.0635670568023193,0.17910447761194,0.76645549232256,1.24845638560351,25.894401550293,2006,22.3161716461182,10.0011157989502,8.51187324523926,70.7014541625977,309.144592285156,882.027954101562,293.976715087891,67.3714111328125,0.0744638176206832,0.00797488051572746,0.121635247418601,8.29023168915775,615.588928222656,0.432819717287924,0.250237685720474,35.8146666666667,42,258.167,491,6.50133333333333,12,0
"72","Corbal",2006-11-21,14,325,11,2006,10000,25,1,1,83,"Nov_2006",0.0925925925925926,0.181252013314721,0.203072390572391,0.258670675399979,0,0.0129925910018254,6.27889204025269,0.597112350326962,0.0978535353535354,0.195917508417508,0.770622895622896,0.0635670568023193,0.17910447761194,0.76645549232256,1.24845638560351,26.5833950042725,2006,17.6425895690918,8.8588228225708,4.34797048568726,211.547988891602,354.0224609375,518.606567382812,293.976715087891,67.3714111328125,0.00101403574299239,0.00797488051572746,0.121635247418601,8.29023168915775,615.588928222656,-0.157544030429289,0.250237685720474,28.58,34,335.332666666667,641.025,4.863,11,1
"73","Corbal",2007-04-17,15,107,4,2007,10000,15,2,1,116,"Apr_2007",0.0925925925925926,0.181252013314721,0.203072390572391,0.258670675399979,0,0.0129925910018254,6.68080568313599,0.597112350326962,0,0.195917508417508,0.770622895622896,0,0.17910447761194,0.76645549232256,1.24845638560351,26.9853096008301,2007,17.8307228088379,8.97189903259277,4.40445137023926,34.3224143981934,123.510864257812,462.975708007812,72.7514114379883,67.3714111328125,-0.0217517415683596,0.00614093586751139,0.108446395827218,8.29023168915775,615.588928222656,-0.247914173270582,0.250237685720474,18.5473333333333,24,435.158333333333,816.025,5.51366666666667,12,1
"74","Corbal",2010-11-09,22,313,11,2010,10000,5,6,0,36,"Nov_2010",0,0.00504670890153549,0.375420875420875,0.39686459787394,0,0.0137442284977988,10.2406139373779,0.662794676973613,0,0.195917508417508,0.770622895622896,0,0.17910447761194,0.76645549232256,1.24845638560351,30.5451183319092,2010,18.7235946655273,9.52105522155762,4.68562793731689,103.957206726074,266.177795410156,374.093688964844,104.058288574219,67.3714111328125,-0.141170072555082,0.0053351117039013,0.0816007011363685,8.29023168915775,615.588928222656,-0.39229951707394,0.250237685720474,6.70233333333333,10,153.603333333333,307.025,16.2786666666667,31,0
"75","Corbal",2012-04-17,25,108,4,2012,10000,17,8,1,55,"Apr_2012",0,0,0.375420875420875,0.39686459787394,0,0.030495006979491,11.6760215759277,0.662794676973613,0,0.195917508417508,0.770622895622896,0,0.17910447761194,0.76645549232256,1.24845638560351,31.980525970459,2012,16.3577919006348,7.4951548576355,3.44185328483582,24.328441619873,186.256530761719,682.36962890625,108.155471801758,67.3714111328125,0.0501808074506881,0.00527953762365233,0.0933770692669977,8.29023168915775,615.588928222656,0.108482621473399,0.250237685720474,18.5813333333333,22,162.467333333333,319.05,23.9806666666667,40,1
"76","Corbal",2014-04-08,29,98,4,2014,9700,1,21,1,17,"Apr_2014",0,0.00826801245570708,0.907407407407407,0.804252120691507,0.0972222222222222,0.147643079566198,13.647313117981,0.597112350326962,0,0.195917508417508,0.770622895622896,0,0.17910447761194,0.76645549232256,1.24845638560351,33.9518165588379,2014,14.4415130615234,8.54809284210205,4.00360202789307,13.3448534011841,92.4724273681641,615.875122070312,160.455642700195,67.3714111328125,0.0404504492601838,0.00527953762365233,0.0924708675286219,8.29023168915775,615.588928222656,0.0004649106482187,0.250237685720474,3.81966666666667,9,81.1126666666667,168.025,38.2026666666667,55,1
"77","Corbal",2015-06-16,31,167,6,2015,10000,40,5,2,14,"Jun_2015",0,0.00826801245570708,1,0.98528938043595,0.0972222222222222,0.147643079566198,14.8339166641235,0.597112350326962,0,0.195917508417508,0.849537037037037,0,0.17910447761194,0.76645549232256,1.24845638560351,35.1384201049805,2015,17.5713577270508,4.75151062011719,4.39202928543091,184.111801147461,200.448501586914,639.004577636719,152.221450805664,67.3714111328125,0.121075967695688,0.00527953762365233,0.0953256157279182,8.29023168915775,615.588928222656,0.0380378014297118,0.250237685720474,44.0566666666667,50,64.5886666666667,138,23.003,42,1
"78","Dordagup",2003-05-13,7,133,5,2003,10000,0,0,0,4,"May_2003",0.0625429553264605,0.0816394535154948,0.704238258877434,0.61946017994002,0.00618556701030928,0.0105520382094857,11.5029859542847,0.808498082734548,0.0174112256586483,0.349369988545246,0.334249713631157,0.0291014106408975,0.323336665555926,0.340219926691103,1.66423283280294,22.2723999023438,2003,20.9075794219971,10.7544889450073,5.37724447250366,143.698867797852,190.126693725586,891.770629882812,144.554901123047,73.5233544921875,0.048141171663691,NA,NA,NA,872.946044921875,0.0215644312388427,0.229955097744197,0.143333333333333,1,27.916,63,0.769666666666667,4,0
"79","Dordagup",2004-04-20,9,111,4,2004,10000,0,0,1,11,"Apr_2004",0.107445589919817,0.137398644896146,0.659335624284078,0.563812062645785,0,0.00744196378984783,11.8233652114868,0.841278423247045,0.0174112256586483,0.349369988545246,0.334249713631157,0.0291014106408975,0.323336665555926,0.340219926691103,1.66423283280294,23.2101993560791,2004,16.9506492614746,10.5531635284424,5.17591953277588,47.4670829772949,216.259841918945,1015.15899658203,222.713989257812,73.5233544921875,0.0223983371404059,0,0.0193360809520004,14.6507892860513,872.946044921875,0.162911502363109,0.229955097744197,0.0733333333333333,1,43.639,86,0.870333333333333,4,1
"80","Dordagup",2005-04-12,11,102,4,2005,10000,0,0,0,19,"Apr_2005",0.107445589919817,0.146951016327891,0.659335624284078,0.557369765633678,0,0.00744196378984783,12.7994422912598,0.841278423247045,0.0174112256586483,0.349369988545246,0.334249713631157,0.0291014106408975,0.323336665555926,0.340219926691103,1.66423283280294,24.1862754821777,2005,18.127311706543,10.3787069320679,5.206467628479,72.8222503662109,180.948135375977,803.659057617188,150.518203735352,73.5233544921875,-0.00541173681724538,0,0.0196747763278571,14.6507892860513,872.946044921875,-0.079371443066551,0.229955097744197,0.0596666666666667,1,62.9556666666667,123,0.841,4,0
"81","Dordagup",2006-02-28,13,59,2,2006,10000,0,1,0,7,"Feb_2006",0.107445589919817,0.146951016327891,0.659335624284078,0.557369765633678,0,0.0133288903698767,13.6798248291016,0.841278423247045,0.0174112256586483,0.349369988545246,0.34914089347079,0.0291014106408975,0.322225924691769,0.341330667555259,1.66423283280294,25.0666580200195,2006,20.5811157226562,10.2112426757812,5.10562133789062,127.258026123047,521.408874511719,1109.822265625,331.119750976562,73.5233544921875,0.00954261205474925,0,0.0203597782116123,14.6507892860513,872.946044921875,0.271352647830972,0.229955097744197,0.0663333333333333,1,35.0373333333333,74.0250000000001,2.015,5,0
"82","Dordagup",2007-03-06,15,65,3,2007,10000,0,1,0,1,"Mar_2007",0.243069873997709,0.268243918693769,0.616494845360825,0.528046206819949,0,0.0126624458513829,12.0592985153198,0.906600239109878,0,0.334478808705613,0.451775486827033,0.00177718538265023,0.280795290458736,0.382761301788293,1.66423283280294,26.0810108184814,2007,20.1239948272705,9.91643333435059,5.02207374572754,50.6689834594727,224.230026245117,692.00244140625,139.021789550781,73.5233544921875,-0.07538396854541,0,0.0207936127379906,14.6507892860513,872.946044921875,-0.207279252329757,0.229955097744197,0.082,1,22.1263333333333,50,2.36166666666667,6,0
"83","Dordagup",2008-03-04,17,64,3,2008,10000,1,1,1,11,"Mar_2008",0.243069873997709,0.258913695434855,0.649484536082474,0.594357436410086,0.0144329896907217,0.04865044985005,13.0545139312744,0.906600239109878,0,0.23184421534937,0.451775486827033,0,0.195601466177941,0.467955126069088,1.66423283280294,27.0762271881104,2008,12.8085880279541,5.03237962722778,0,78.3600692749023,331.864044189453,924.165588378906,191.812149047852,73.5233544921875,0.0190273694481393,0,0.0207745849078863,14.6507892860513,872.946044921875,0.0586743519315849,0.229955097744197,1.09766666666667,2,36.313,76,3.13033333333333,7,1
"84","Dordagup",2009-03-24,19,83,3,2009,10000,0,0,0,19,"Mar_2009",0.243069873997709,0.258913695434855,0.649484536082474,0.594357436410086,0.584192439862543,0.509385760302121,14.1071453094482,0.917480723476012,0,0.23184421534937,0.631386025200458,0,0.195601466177941,0.467955126069088,1.66423283280294,28.1288566589355,2009,20.3183269500732,15.4239664077759,10.2874298095703,81.617546081543,388.745178222656,1078.98840332031,306.803253173828,73.5233544921875,0.0633671032891784,0,0.0208126405680949,14.6507892860513,872.946044921875,0.236031034904199,0.229955097744197,0.14,1,56.1323333333333,113,2.11466666666667,7,0
"85","Dordagup",2012-03-13,25,73,3,2012,10000,0,1,0,9,"Mar_2012",0,0,0.649484536082474,0.594357436410086,0.584192439862543,0.509385760302121,17.0736522674561,0.853630624149798,0,0.0494845360824742,0.634135166093929,0,0.0664223036765523,0.597134288570476,1.66423283280294,31.095365524292,2012,20.0496482849121,10.0055017471313,4.98784494400024,59.3174057006836,319.089080810547,876.100036621094,158.704895019531,73.5233544921875,0.022330981996717,0,0.0169157409627321,14.6507892860513,872.946044921875,0.00361304311711615,0.229955097744197,0.115333333333333,1,36.069,77,4.07933333333333,10,0
"86","Dordagup",2013-05-07,27,127,5,2013,10000,0,0,0,4,"May_2013",0.0139747995418099,0.0410974119737865,0.665521191294387,0.611240697545263,0.614203894616266,0.525269354659558,18.0301532745361,0.886922079324852,0,0.0494845360824742,0.634135166093929,0,0.066200155503721,0.597356436743308,1.66423283280294,32.2436904907227,2013,19.9973850250244,9.95912742614746,4.97312259674072,104.922592163086,288.872589111328,863.966369628906,108.892044067383,73.5233544921875,0.121077750440413,0,0.0174523257716736,14.6507892860513,872.946044921875,-0.0102866326564002,0.229955097744197,0.358666666666667,2,23.0426666666667,52,1.38066666666667,5,0
"87","Dordagup",2016-05-24,33,145,5,2016,10000,0,0,0,2,"May_2016",0,0,0.742955326460481,0.699988892591358,0.614203894616266,0.525269354659558,21.0732173919678,0.902304487532353,0.00549828178694158,0.0549828178694158,0.666208476517755,0.0317671887148728,0.0979673442185938,0.597356436743308,1.69236384170621,35.0705718994141,2016,15.20276927948,10.2646102905273,5.31099462509155,139.741394042969,300.938293457031,791.552124023438,225.668380737305,73.5233544921875,0.0731805773711746,0,0.019872665760942,14.6507892860513,872.946044921875,-0.0932404944978265,0.229955097744197,0.79,3,13.8353333333333,37,1.143,5,0
"88","Keninup",2005-11-07,12,311,11,2005,10000,56,14,2,19,"Nov_2005",0.55757970071568,0.496255669233203,0.0969420949902407,0.0675034279084485,0.0952071134244199,0.0661322645290581,7.19061136245728,0.894233922606491,0,0,0.778139232270657,0,0,0.793376226136484,0.570001858361504,33.2541198730469,2005,16.2983245849609,8.22331142425537,4.08666324615479,261.238403320312,547.602722167969,784.833312988281,91.7585830688477,62.3780029296875,0.0454108167181119,0.191782699265431,0.273995713086496,13.3445027200904,591.472961425781,0.326913255842487,0.409642834349919,68.4823333333333,83.0250000000001,86.101,170,26.9816666666667,40,1
"89","Keninup",2006-03-28,13,87,3,2006,10000,98,14,1,23,"Mar_2006",0.55757970071568,0.496255669233203,0.0969420949902407,0.0675034279084485,0.0952071134244199,0.0661322645290581,7.57612037658691,0.894233922606491,0,0,0.778139232270657,0,0,0.793376226136484,0.570001858361504,33.6396293640137,2006,18.3689079284668,8.14700126647949,4.09464120864868,65.727180480957,277.222045898438,859.737121582031,321.514556884766,62.3780029296875,-0.042906158523831,0.190330007674597,0.268844896861425,13.3445027200904,591.472961425781,0.453552702577618,0.409642834349919,101.315666666667,113,89.1523333333333,175,25.2833333333333,38,1
